9/23/2013,496.1,496.91,482.6,490.64,190526700,67.98
9/20/2013,478,478.55,466,467.41,174825700,64.76
9/19/2013,470.7,475.83,469.25,472.3,101135300,65.44
9/18/2013,463.18,466.35,460.66,464.68,114215500,64.38
9/17/2013,447.96,459.71,447.5,455.32,99845200,63.09
9/16/2013,461,461.61,447.22,450.12,135926700,62.37
9/13/2013,469.34,471.83,464.7,464.9,74708900,64.41
9/12/2013,468.5,475.4,466.01,472.69,101012800,65.49
9/11/2013,467.01,473.69,464.81,467.71,224674100,64.8
9/10/2013,506.2,507.45,489.5,494.64,185798900,68.53
9/9/2013,505,507.92,503.48,506.17,85171800,70.13
9/6/2013,498.44,499.38,489.95,498.22,89881400,69.03
9/5/2013,500.25,500.68,493.64,495.27,59091900,68.62
9/4/2013,499.56,502.24,496.28,498.69,86258200,69.1
9/3/2013,493.1,500.6,487.35,488.58,82982200,67.69
8/30/2013,492,492.95,486.5,487.22,68074300,67.51
8/29/2013,491.65,496.5,491.13,491.7,59914400,68.13
8/28/2013,486,495.8,486,490.9,76902000,68.02
8/27/2013,498,502.51,486.3,488.59,106047200,67.7
8/26/2013,500.75,510.2,500.5,502.97,82741400,69.69
8/23/2013,503.27,503.35,499.35,501.02,55682900,69.42
8/22/2013,504.98,505.59,498.2,502.96,61051900,69.69
8/21/2013,503.59,507.15,501.2,502.36,83969900,69.6
8/20/2013,509.71,510.57,500.82,501.07,89672100,69.43
8/19/2013,504.34,513.74,504,507.74,127629600,70.35
8/16/2013,500.15,502.94,498.86,502.33,90576500,69.6
8/15/2013,496.42,502.4,489.08,497.91,122573500,68.99
8/14/2013,497.88,504.25,493.4,498.5,189093100,69.07
8/13/2013,470.94,494.66,468.05,489.57,220485300,67.83
8/12/2013,456.86,468.65,456.63,467.36,91108500,64.75
8/9/2013,458.64,460.46,453.65,454.45,66716300,62.97
8/8/2013,463.86,464.1,457.95,461.01,63944300,63.87
8/7/2013,463.8,467,461.77,464.98,74714500,64
8/6/2013,468.02,471.89,462.17,465.25,83714400,64.04
8/5/2013,464.69,470.67,462.15,469.45,79713900,64.62
8/2/2013,458.01,462.85,456.66,462.54,68695900,63.67
8/1/2013,455.75,456.8,453.26,456.68,51562700,62.86
7/31/2013,454.99,457.34,449.43,452.53,80739400,62.29
7/30/2013,449.96,457.15,449.23,453.32,77355600,62.4
7/29/2013,440.8,449.99,440.2,447.79,62014400,61.64
7/26/2013,435.3,441.04,434.34,440.99,50038100,60.7
7/25/2013,440.7,441.4,435.81,438.5,57373400,60.36
7/24/2013,438.93,444.59,435.26,440.51,147984200,60.63
7/23/2013,426,426.96,418.71,418.99,92348900,57.67
7/22/2013,429.46,429.75,425.47,426.31,51949100,58.68
7/19/2013,433.1,433.98,424.35,424.95,67180400,58.49
7/18/2013,433.38,434.87,430.61,431.76,54719700,59.43
7/17/2013,429.7,432.22,428.22,430.31,49747600,59.23
7/16/2013,426.52,430.71,424.17,430.2,54134500,59.21
7/15/2013,425.01,431.46,424.8,427.44,60479300,58.83
7/12/2013,427.65,429.79,423.41,426.51,69890800,58.71
7/11/2013,422.95,428.25,421.17,427.29,81573100,58.81
7/10/2013,419.6,424.8,418.25,420.73,70351400,57.91
7/9/2013,413.6,423.5,410.38,422.35,88146100,58.13
7/8/2013,420.11,421,410.65,415.05,74534600,57.13
7/5/2013,420.39,423.29,415.35,417.42,68506200,57.46
7/3/2013,420.86,422.98,417.45,420.8,60232200,57.92
7/2/2013,409.96,421.63,409.47,418.49,117466300,57.6
7/1/2013,402.69,412.27,401.22,409.22,97763400,56.33
6/28/2013,391.36,400.27,388.87,396.53,144629100,54.58
6/27/2013,399.25,401.39,393.54,393.78,84311500,54.2
6/26/2013,403.9,404.79,395.66,398.07,91931000,54.79
6/25/2013,405.7,407.79,398.83,402.63,78540700,55.42
6/24/2013,407.4,408.66,398.05,402.54,120186500,55.41
6/21/2013,418.49,420,408.1,413.5,120279600,56.92
6/20/2013,419.3,425.98,415.17,416.84,89327700,57.38
6/19/2013,431.4,431.66,423,423,77735000,58.22
6/18/2013,431.56,434.9,430.21,431.77,48756400,59.43
6/17/2013,431.44,435.7,430.36,432,64853600,59.46
6/14/2013,435.4,436.29,428.5,430.05,67966500,59.19
6/13/2013,432.5,437.14,428.75,435.96,71458100,60.01
6/12/2013,439.5,441.25,431.5,432.19,66306800,59.49
6/11/2013,435.74,442.76,433.32,437.6,71528100,60.23
6/10/2013,444.73,449.08,436.8,438.89,112538300,60.41
6/7/2013,436.5,443.24,432.77,441.81,101133900,60.81
6/6/2013,445.47,447,434.05,438.46,104233500,60.35
6/5/2013,445.65,450.72,443.71,445.11,72647400,61.27
6/4/2013,453.22,454.43,447.39,449.31,73182200,61.85
6/3/2013,450.73,452.36,442.48,450.72,93088100,62.04
5/31/2013,452.5,457.1,449.5,449.73,96075700,61.9
5/30/2013,445.65,454.5,444.51,451.58,88379900,62.16
5/29/2013,440,447.5,439.4,444.95,82644100,61.25
5/28/2013,449.9,451.11,440.85,441.44,96536300,60.76
5/24/2013,440.85,445.66,440.36,445.15,69041700,61.27
5/23/2013,435.95,446.16,435.79,442.14,88255300,60.86
5/22/2013,444.05,448.35,438.22,441.35,110759600,60.75
5/21/2013,438.15,445.48,434.2,439.66,114005500,60.52
5/20/2013,431.91,445.8,430.1,442.93,112894600,60.97
5/17/2013,439.05,440.09,431.01,433.26,106976100,59.64
5/16/2013,423.24,437.85,418.9,434.58,150801000,59.82
5/15/2013,439.16,441,422.36,428.85,185403400,59.03
5/14/2013,453.85,455.2,442.15,443.86,111779500,61.1
5/13/2013,451.51,457.9,451.5,454.74,79237200,62.59
5/10/2013,457.97,459.71,450.48,452.97,83713000,62.35
5/9/2013,459.81,463,455.58,456.77,99621900,62.87
5/8/2013,459.04,465.37,455.81,463.84,118149500,63.43
5/7/2013,464.97,465.75,453.7,458.66,120938300,62.72
5/6/2013,455.71,462.2,454.31,460.71,124160400,63
5/3/2013,451.31,453.23,449.15,449.98,90325200,61.53
5/2/2013,441.78,448.59,440.63,445.52,105457100,60.92
5/1/2013,444.46,444.93,434.39,439.29,126727300,60.07
4/30/2013,435.1,445.25,432.07,442.78,172884600,60.55
4/29/2013,420.45,433.62,420,430.12,160081600,58.81
4/26/2013,409.81,418.77,408.25,417.2,191024400,57.05
4/25/2013,411.23,413.94,407,408.38,96209400,55.84
4/24/2013,393.54,415.25,392.5,405.46,242412800,55.44
4/23/2013,403.99,408.38,398.81,406.13,166059600,55.53
4/22/2013,392.64,402.2,391.27,398.67,107480100,54.51
4/19/2013,387.97,399.6,385.1,390.53,152318600,53.4
4/18/2013,404.99,405.79,389.74,392.05,166574800,53.61
4/17/2013,420.27,420.6,398.11,402.8,236264000,55.08
4/16/2013,421.57,426.61,420.57,426.24,76442800,58.28
4/15/2013,427,427.89,419.55,419.85,79380000,57.41
4/12/2013,434.15,434.15,429.09,429.8,59653300,58.77
4/11/2013,433.72,437.99,431.2,434.33,82091100,59.39
4/10/2013,428.1,437.06,426.01,435.69,93982000,59.58
4/9/2013,426.36,428.5,422.75,426.98,76653500,58.39
4/8/2013,424.85,427.5,422.49,426.21,75207300,58.28
4/5/2013,424.5,424.95,419.68,423.2,95923800,57.87
4/4/2013,433.76,435,425.25,427.72,89611900,58.49
4/3/2013,431.37,437.28,430.31,431.99,90804000,59.07
4/2/2013,427.6,438.14,426.4,429.79,132379800,58.77
4/1/2013,441.9,443.7,427.74,428.91,97433000,58.65
3/28/2013,449.82,451.82,441.62,442.66,110709900,60.53
3/27/2013,456.46,456.8,450.73,452.08,82809300,61.82
3/26/2013,465.44,465.84,460.53,461.14,73573500,63.06
3/25/2013,464.69,469.95,461.78,463.58,125283900,63.39
3/22/2013,454.58,462.1,453.11,461.91,98776300,63.16
3/21/2013,450.22,457.98,450.1,452.73,95813900,61.91
3/20/2013,457.42,457.63,449.59,452.08,77165200,61.82
3/19/2013,459.5,460.97,448.5,454.49,131693800,62.15
3/18/2013,441.45,457.46,441.2,455.72,151549300,62.32
3/15/2013,437.93,444.23,437.25,443.66,160990200,60.67
3/14/2013,432.83,434.64,430.45,432.5,75968900,59.14
3/13/2013,428.45,434.5,425.36,428.35,101387300,58.57
